,price,size,rooms,bathrooms,municipality,distance,floor,hasLift,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,exterior_True
161,695.0,67.0,2,1,695.3383304099759,16111.0,670.4163818553365,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
162,650.0,95.0,3,1,693.7070431636203,29884.0,670.4163818553365,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
163,675.0,68.0,2,1,699.6096264559128,30461.0,670.4163818553365,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
164,695.0,65.0,2,1,705.6331317949237,8484.0,670.4163818553365,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
165,675.0,35.0,1,1,705.6331317949237,1016.0,670.4163818553365,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
166,730.0,60.0,3,1,697.3742686460787,20756.0,697.6398926981135,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167,690.0,85.0,2,1,697.3742686460787,20804.0,670.4163818553365,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
168,750.0,45.0,1,1,705.6331317949237,5089.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
169,600.0,32.0,0,1,705.6331317949237,6325.0,701.6979621920462,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
170,723.0,25.0,0,1,697.678872980834,16775.0,670.4163818553365,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
171,725.0,50.0,1,1,705.6331317949237,10503.0,701.6979621920462,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
172,750.0,67.0,3,1,696.1649909275795,11657.0,670.4163818553365,-1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
173,600.0,45.0,2,1,680.8257734019426,41003.0,670.4163818553365,-1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
174,750.0,70.0,3,1,701.0123730059954,14642.0,696.0917641954768,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
175,720.0,54.0,1,1,705.6331317949237,3296.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
176,720.0,49.0,3,1,705.6331317949237,8411.0,697.6398926981135,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
177,740.0,65.0,3,1,705.6331317949237,8443.0,701.6979621920462,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
178,720.0,56.0,2,1,705.6331317949237,6691.0,710.7463805527138,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
179,650.0,31.0,1,1,705.6331317949237,1207.0,697.6398926981135,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
180,650.0,96.0,2,1,681.6927156331628,43953.0,697.6398926981135,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
181,690.0,64.0,2,1,699.6096264559128,30634.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
182,750.0,25.0,0,1,705.6331317949237,3177.0,698.291590668491,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
183,725.0,45.0,1,1,705.6331317949237,10508.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
184,620.0,85.0,1,1,689.0655122002563,19767.0,678.6636365033631,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185,590.0,52.0,1,1,679.5246886583126,44526.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
186,750.0,80.0,0,1,701.0123730059954,20818.0,701.6979621920462,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
187,720.0,36.0,0,1,705.6331317949237,5975.0,696.0917641954768,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
188,700.0,82.0,2,1,690.3735431384588,42463.0,697.6398926981135,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
189,692.0,83.0,2,2,693.2021808922763,20294.0,670.4163818553365,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
190,670.0,79.0,2,2,693.2021808922763,20294.0,670.4163818553365,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
191,609.0,56.0,1,1,699.6096264559128,30186.0,678.6636365033631,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
192,718.0,86.0,2,2,693.2021808922763,20294.0,670.4163818553365,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
193,694.0,81.0,2,2,693.2021808922763,20294.0,670.4163818553365,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
194,658.0,78.0,2,2,693.2021808922763,20294.0,670.4163818553365,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
195,750.0,36.0,2,1,705.6331317949237,3620.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
196,723.0,88.0,2,2,693.2021808922763,20294.0,670.4163818553365,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
197,728.0,91.0,2,2,693.2021808922763,20294.0,670.4163818553365,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
198,650.0,28.0,0,1,705.6331317949237,4920.0,678.6636365033631,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
199,750.0,60.0,2,1,699.6096264559128,29663.0,701.6979621920462,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200,735.0,60.0,3,1,697.3742686460787,20886.0,710.7463805527138,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
201,699.0,78.0,2,1,699.0963030617975,27684.0,696.0917641954768,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
202,725.0,67.0,3,1,697.3559416462749,17191.0,710.7463805527138,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
203,740.0,77.0,3,2,699.6096264559128,28385.0,678.6636365033631,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
204,720.0,73.0,1,1,695.799965670853,34761.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
205,750.0,79.0,3,1,696.1649909275795,11728.0,690.1951758466795,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
206,710.0,66.0,3,1,697.3742686460787,20588.0,710.7463805527138,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
207,725.0,62.0,2,1,705.6331317949237,7748.0,697.6398926981135,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
208,750.0,46.0,1,1,705.6331317949237,5680.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
209,750.0,61.0,2,1,705.6331317949237,3161.0,701.6979621920462,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
210,720.0,48.0,2,1,705.6331317949237,3551.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
211,700.0,57.0,2,1,705.6331317949237,8410.0,710.7463805527138,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
212,750.0,75.0,2,2,697.87082586322,24176.0,701.6979621920462,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
213,610.0,26.0,0,1,705.6331317949237,5343.0,697.6398926981135,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
214,740.0,52.0,2,1,697.3559416462749,17525.0,710.7463805527138,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
215,715.0,62.0,2,1,699.0963030617975,26558.0,678.6636365033631,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
216,710.0,36.0,1,1,705.6331317949237,1315.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
217,730.0,51.0,2,1,705.6331317949237,8093.0,696.0917641954768,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
218,750.0,23.0,0,1,705.6331317949237,1367.0,697.9685377881583,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
219,690.0,33.0,1,1,705.6331317949237,5232.0,697.6398926981135,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220,740.0,73.0,3,1,697.3742686460787,21838.0,710.7463805527138,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
221,750.0,66.0,1,1,705.6331317949237,5627.0,678.6636365033631,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
222,720.0,44.0,3,1,705.6331317949237,8176.0,696.0917641954768,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
223,740.0,41.0,2,1,705.6331317949237,4787.0,696.0917641954768,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
224,740.0,57.0,1,1,705.6331317949237,3642.0,701.6979621920462,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
225,740.0,62.0,2,1,699.0963030617975,26890.0,701.6979621920462,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
226,700.0,74.0,2,1,696.1649909275795,9950.0,710.7463805527138,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
227,730.0,35.0,1,1,705.6331317949237,760.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
228,700.0,28.0,0,1,705.6331317949237,9700.0,697.6398926981135,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
229,749.0,38.0,1,1,705.6331317949237,6506.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
230,700.0,30.0,0,1,705.6331317949237,2411.0,678.6636365033631,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
231,667.0,70.0,1,1,697.3742686460787,21185.0,697.9685377881583,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
232,725.0,45.0,1,1,705.6331317949237,10398.0,701.6979621920462,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
233,695.0,55.0,3,1,697.3742686460787,19765.0,710.7463805527138,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
234,750.0,32.0,0,1,705.6331317949237,5006.0,700.3420445563922,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
235,730.0,80.0,3,1,695.799965670853,35774.0,710.7463805527138,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
236,710.0,30.0,1,1,705.6331317949237,1156.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
237,650.0,58.0,1,1,705.6331317949237,5924.0,710.7463805527138,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
238,600.0,60.0,2,2,680.8257734019426,23776.0,670.4163818553365,-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
239,740.0,41.0,2,1,705.6331317949237,8358.0,697.6398926981135,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
240,750.0,35.0,0,1,705.6331317949237,1272.0,710.7463805527138,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
241,750.0,74.0,3,1,699.6096264559128,29245.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
242,710.0,69.0,3,1,699.6096264559128,28440.0,698.291590668491,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
243,560.0,46.0,0,1,705.6331317949237,3786.0,678.6636365033631,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
244,600.0,42.0,1,1,693.2021808922763,18905.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
245,720.0,44.0,1,1,705.6331317949237,3589.0,696.4387903255024,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
246,750.0,60.0,2,1,705.6331317949237,2591.0,670.4163818553365,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
247,750.0,42.0,1,1,705.6331317949237,2762.0,710.7463805527138,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
248,750.0,90.0,0,1,705.6331317949237,7228.0,710.7463805527138,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
249,650.0,45.0,0,1,705.6331317949237,3807.0,678.6636365033631,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
250,650.0,59.0,1,1,697.3742686460787,20637.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
251,670.0,75.0,2,1,683.8160867356914,27056.0,697.6398926981135,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
252,650.0,45.0,1,1,696.1649909275795,12383.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
253,750.0,32.0,1,1,705.6331317949237,5339.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
254,725.0,50.0,1,1,705.6331317949237,5564.0,670.4163818553365,-1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
255,620.0,20.0,0,1,705.6331317949237,1893.0,701.6979621920462,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
256,680.0,35.0,1,1,705.6331317949237,3308.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
257,750.0,87.0,3,1,696.9436818808824,12519.0,678.6636365033631,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
258,670.0,53.0,1,1,696.1649909275795,12383.0,701.6979621920462,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
259,600.0,75.0,3,1,699.6096264559128,28756.0,670.4163818553365,-1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
260,750.0,70.0,2,1,698.2726670638707,12614.0,710.7463805527138,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
261,700.0,36.0,2,1,693.8366208382424,9525.0,697.6398926981135,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
262,695.0,58.0,1,1,705.6331317949237,5659.0,701.6979621920462,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
263,710.0,66.0,1,1,683.8160867356914,25013.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
264,620.0,80.0,2,1,683.4279428892025,49280.0,696.0917641954768,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
265,700.0,80.0,3,1,693.8366208382424,40907.0,701.6979621920462,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
266,715.0,89.0,3,1,695.7882479536873,39316.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
267,750.0,50.0,1,1,705.6331317949237,11203.0,701.6979621920462,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
268,750.0,45.0,1,1,705.6331317949237,8426.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
269,730.0,60.0,1,1,699.0963030617975,27803.0,670.4163818553365,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
270,750.0,46.0,2,1,705.6331317949237,3889.0,710.7463805527138,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
271,700.0,45.0,1,1,696.9436818808824,13887.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
272,680.0,85.0,2,1,696.9436818808824,13303.0,678.6636365033631,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
273,600.0,28.0,1,1,705.6331317949237,4418.0,710.7463805527138,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
274,750.0,80.0,2,1,701.0123730059954,30995.0,701.6979621920462,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
275,700.0,62.0,1,1,698.2726670638707,13040.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
276,690.0,77.0,2,1,705.6331317949237,7283.0,678.6636365033631,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
277,700.0,50.0,1,1,705.6331317949237,7844.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
278,750.0,87.0,2,1,696.9436818808824,13773.0,698.291590668491,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
279,735.0,51.0,1,1,696.1649909275795,14023.0,710.7463805527138,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
280,700.0,80.0,3,1,697.3559416462749,17777.0,698.291590668491,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
281,725.0,75.0,3,1,695.3383304099759,16247.0,670.4163818553365,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
282,733.0,68.4,2,1,699.6096264559128,28541.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
283,750.0,36.0,1,1,705.6331317949237,4237.0,678.6636365033631,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
284,675.0,69.0,2,1,705.6331317949237,5656.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
285,650.0,85.0,2,1,688.8603520666804,43066.0,696.0917641954768,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
286,730.0,52.0,1,1,705.6331317949237,5879.0,678.6636365033631,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
287,700.0,97.0,1,1,693.8366208382424,24605.0,678.6636365033631,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
288,690.0,38.0,0,1,705.6331317949237,5798.0,696.0917641954768,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
289,700.0,70.0,2,1,688.8603520666804,43166.0,701.6979621920462,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
290,600.0,89.0,2,2,682.4242993548665,44474.0,696.0917641954768,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
291,700.0,25.0,0,1,705.6331317949237,691.0,678.6636365033631,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
292,690.0,60.0,2,1,692.5355360946124,29005.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
293,700.0,51.0,0,1,705.6331317949237,8471.0,678.6636365033631,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
294,670.0,61.0,1,1,695.799965670853,35136.0,678.6636365033631,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
295,750.0,80.0,2,1,686.0797448849435,25085.0,710.7463805527138,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
296,740.0,33.0,0,1,705.6331317949237,8322.0,678.6636365033631,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
297,750.0,62.0,2,1,705.6331317949237,5703.0,697.6398926981135,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
298,750.0,70.0,0,1,701.4047554950265,16273.0,678.6636365033631,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
299,650.0,28.0,0,1,705.6331317949237,5399.0,678.6636365033631,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
300,625.0,51.0,1,1,683.8160867356914,25010.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
301,700.0,35.0,1,1,705.6331317949237,2266.0,678.6636365033631,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
302,750.0,95.0,2,2,701.0123730059954,30759.0,701.6979621920462,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
303,600.0,25.0,0,1,705.6331317949237,3812.0,678.6636365033631,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
304,750.0,89.0,2,2,696.1649909275795,12878.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
305,700.0,55.0,1,1,679.7347132709223,32004.0,701.6979621920462,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
306,750.0,90.0,3,2,701.0123730059954,28736.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
307,750.0,48.0,2,1,705.6331317949237,6832.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
308,625.0,57.0,2,1,681.6927156331628,43647.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
309,750.0,46.0,1,1,701.4047554950265,16127.0,701.6979621920462,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
310,695.0,59.0,1,1,705.6331317949237,8595.0,710.7463805527138,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
311,720.0,58.0,2,1,698.2726670638707,13451.0,678.6636365033631,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
312,745.0,73.0,2,1,699.6096264559128,28800.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
313,720.0,69.6,2,1,699.6096264559128,28624.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
314,750.0,55.0,2,1,705.6331317949237,7462.0,701.6979621920462,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
315,720.0,48.0,0,1,705.6331317949237,5808.0,701.6979621920462,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
316,725.0,44.0,0,1,705.6331317949237,1140.0,697.9685377881583,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
317,750.0,80.0,2,1,705.6331317949237,8011.0,698.291590668491,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
318,640.0,69.0,2,1,686.0301123764625,29311.0,696.0917641954768,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
319,700.0,54.0,1,1,696.1649909275795,11656.0,701.6979621920462,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
320,700.0,59.0,1,1,705.6331317949237,7529.0,697.4660963834832,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
321,700.0,75.0,2,1,699.6096264559128,30359.0,701.6979621920462,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
322,695.0,62.0,2,1,693.1860784664274,15162.0,697.6398926981135,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
